name,inspection_result,inspection_closed_business,violation_type,violation_points
"LA FOGATA MAPLE VALLEY, INC.",Unsatisfactory,FALSE,RED,5
"LA FOGATA MAPLE VALLEY, INC.",Satisfactory,FALSE,,0
"LA FOGATA MAPLE VALLEY, INC.",Satisfactory,FALSE,,0
LA FONDITA TRUCK REST INC (KC944),Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,RED,10
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,BLUE,5
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,RED,25
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,RED,5
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,RED,5
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,BLUE,5
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Unsatisfactory,FALSE,RED,10
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Baseline Data,FALSE,,0
LA FONTANA RISTORANTE,Satisfactory,FALSE,,0
LA FONTANA RISTORANTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,RED,5
LA FUENTE,Unsatisfactory,FALSE,RED,5
LA FUENTE,Satisfactory,FALSE,BLUE,5
LA FUENTE,Satisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,RED,25
LA FUENTE,Unsatisfactory,FALSE,BLUE,2
LA FUENTE,Unsatisfactory,FALSE,RED,10
LA FUENTE,Unsatisfactory,FALSE,BLUE,3
LA FUENTE,Unsatisfactory,FALSE,RED,25
LA FUENTE,Satisfactory,FALSE,,0
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,BLUE,3
LA FUENTE,Unsatisfactory,FALSE,RED,25
LA FUENTE,Unsatisfactory,FALSE,RED,25
LA FUENTE,Unsatisfactory,FALSE,RED,10
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,RED,15
LA FUENTE,Satisfactory,FALSE,,0
LA FUENTE,Satisfactory,FALSE,BLUE,3
LA FUENTE,Unsatisfactory,FALSE,BLUE,3
LA FUENTE,Unsatisfactory,FALSE,RED,15
LA FUENTE,Unsatisfactory,FALSE,RED,10
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,RED,15
LA FUENTE,Unsatisfactory,FALSE,RED,5
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,RED,15
LA FUENTE,Unsatisfactory,FALSE,RED,15
LA FUENTE,Unsatisfactory,FALSE,RED,30
LA FUENTE,Unsatisfactory,FALSE,,0
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,BLUE,5
LA FUENTE,Unsatisfactory,FALSE,RED,5
LA FUENTE,Unsatisfactory,FALSE,RED,5
LA FUENTE,Satisfactory,FALSE,BLUE,5
LA FUENTE,Satisfactory,FALSE,BLUE,5
LA FUENTE,Satisfactory,FALSE,BLUE,3
LA FUENTE,Satisfactory,FALSE,BLUE,3
LA FUENTE,Satisfactory,FALSE,BLUE,5
LA FUENTE,Complete,FALSE,,0
LA FUENTE,Satisfactory,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,BLUE,5
LA FUENTE #3,Satisfactory,FALSE,BLUE,5
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,5
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,3
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,5
LA FUENTE #3,Unsatisfactory,FALSE,RED,5
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,25
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,2
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,25
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,3
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,2
LA FUENTE #3,Unsatisfactory,FALSE,RED,5
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,3
LA FUENTE #3,Unsatisfactory,FALSE,RED,5
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,3
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,5
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,2
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,25
LA FUENTE #3,Unsatisfactory,FALSE,RED,5
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,BLUE,5
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,5
LA FUENTE #3,Unsatisfactory,FALSE,BLUE,5
LA FUENTE #3,Unsatisfactory,FALSE,RED,5
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Satisfactory,FALSE,,0
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,RED,30
LA FUENTE #3,Unsatisfactory,FALSE,RED,30
LA FUENTE #3,Complete,FALSE,,0
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,15
LA FUENTE #3,Unsatisfactory,FALSE,RED,10
LA FUENTE #3,Unsatisfactory,FALSE,RED,15
LA FUENTE #3,Unsatisfactory,FALSE,RED,30
LA GARRAFITA,,,,0
LA GUERA FOOD TRUCK (KC935),Satisfactory,FALSE,,0
LA HACIENDA SANTA FE,Satisfactory,FALSE,,0
LA HACIENDA SANTA FE,Satisfactory,FALSE,BLUE,5
LA HACIENDA SANTA FE,Satisfactory,FALSE,BLUE,3
LA HACIENDA SANTA FE,Satisfactory,FALSE,BLUE,5
LA HACIENDA SANTA FE,Complete,FALSE,,0
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,5
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,3
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,RED,5
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,RED,25
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,2
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,RED,10
LA HACIENDA SANTA FE,Complete,FALSE,,0
LA HACIENDA SANTA FE,Complete,FALSE,,0
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,5
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,3
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,BLUE,3
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,RED,10
LA HACIENDA SANTA FE,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Incomplete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Incomplete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Incomplete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Incomplete,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Not Applicable,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Not Applicable,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,3
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Not Applicable,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Not Applicable,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,15
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Baseline Data,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,2
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,15
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Satisfactory,FALSE,,0
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,10
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,BLUE,5
LA HUERTA INTERNATIONAL  MARKET,Unsatisfactory,FALSE,RED,25
LA HUERTA INTERNATIONAL  MARKET,Complete,FALSE,,0
LA JOSIE'S,,,,0
LA MALINCHE,Unsatisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,RED,5
LA MALINCHE,Complete,FALSE,,0
LA MALINCHE,Satisfactory,FALSE,RED,5
LA MALINCHE,Complete,FALSE,,0
LA MALINCHE,Satisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,RED,5
LA MALINCHE,Unsatisfactory,FALSE,RED,10
LA MALINCHE,Unsatisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,BLUE,2
LA MALINCHE,Unsatisfactory,FALSE,BLUE,2
LA MALINCHE,Unsatisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,RED,5
LA MALINCHE,Unsatisfactory,FALSE,RED,10
LA MALINCHE,Complete,FALSE,,0
LA MALINCHE,Satisfactory,FALSE,,0
LA MALINCHE,Complete,FALSE,,0
LA MALINCHE,Satisfactory,FALSE,,0
LA MALINCHE,Satisfactory,FALSE,BLUE,5
LA MALINCHE,Satisfactory,FALSE,BLUE,5
LA MALINCHE,Unsatisfactory,FALSE,RED,10
LA MALQUERIDA,Satisfactory,FALSE,,0
LA MALQUERIDA,Satisfactory,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Satisfactory,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Satisfactory,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Complete,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Satisfactory,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Complete,FALSE,,0
LA MARZOCCO EXPERIENCE LLC,Satisfactory,FALSE,BLUE,5
LA MARZOCCO EXPERIENCE LLC,Satisfactory,FALSE,,0
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Satisfactory,FALSE,BLUE,5
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Unsatisfactory,FALSE,RED,10
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Unsatisfactory,FALSE,BLUE,5
LA MEDUSA,Unsatisfactory,FALSE,RED,5
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Unsatisfactory,FALSE,BLUE,5
LA MEDUSA,Unsatisfactory,FALSE,RED,10
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Satisfactory,FALSE,BLUE,5
LA MEDUSA,Satisfactory,FALSE,,0
LA MEDUSA,Complete,FALSE,,0
LA MEDUSA,Unsatisfactory,FALSE,RED,5
LA MEDUSA,Satisfactory,FALSE,,0
LA MEXICANA,Complete,FALSE,RED,5
LA MEXICANA,Satisfactory,FALSE,,0
LA MEXICANA,Unsatisfactory,FALSE,BLUE,5
LA MEXICANA,Unsatisfactory,FALSE,RED,10
LA MEXICANA,Unsatisfactory,FALSE,RED,5
LA MEXICANA,Satisfactory,FALSE,,0
LA MEXICANA,Unsatisfactory,FALSE,RED,10
LA MEXICANA,Satisfactory,FALSE,BLUE,5
LA MEXICANA,Unsatisfactory,FALSE,BLUE,5
LA MEXICANA,Unsatisfactory,FALSE,RED,10
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Unsatisfactory,FALSE,RED,25
LA MORELOS MEXICAN STORE,Unsatisfactory,FALSE,RED,10
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Complete,FALSE,,0
LA MORELOS MEXICAN STORE,Unsatisfactory,FALSE,RED,5
LA MORELOS MEXICAN STORE,Unsatisfactory,FALSE,RED,5
LA MORELOS MEXICAN STORE,Satisfactory,FALSE,,0
LA MORELOS MEXICAN STORE,Complete,FALSE,,0
LA MORELOS MEXICAN STORE,Unsatisfactory,FALSE,BLUE,5
